fast,slow,mid,trades,win_rate,net_profit,profit_factor,max_dd
8,45,30,3656,17.833698030634572,-350.52599917682613,0.9622224014007801,898.1386792993219
9,20,10,6099,19.593375963272667,-744.9154216441027,0.9506949015474561,1018.2352985958912
9,20,15,6340,19.621451104100945,-662.0573274894377,0.957712987942275,1056.8466358270375
9,25,10,5041,19.67863519143027,67.69744366176269,1.005380518983689,700.7333036487641
9,25,15,5233,19.740110835085037,122.49700753635898,1.0093671418247447,672.3707740837372
9,25,20,5229,19.75521132147638,140.76698002092036,1.0107809334369626,656.3568925285244
9,30,10,4382,18.484710178000913,-55.169052188192836,0.9949764307031406,629.3995214961442
9,30,15,4554,18.73078612209047,72.65352707834228,1.0063209994400726,636.2795386149066
9,30,20,4556,18.65671641791045,14.04752658264124,1.00121348670101,614.8493018005618
9,30,25,4522,18.730650154798763,140.81822175022114,1.01231821769922,610.7052680234417
9,35,10,3959,17.605455923212933,-720.9231359409742,0.929282251526012,1074.1549386017093
9,35,15,4121,17.617083232225188,-725.0005535619293,0.9316225930147175,1060.3293898738527
9,35,20,4133,17.638519235422212,-888.5885845581538,0.9165564888819685,1148.580397979055
9,35,25,4122,17.685589519650655,-806.656415018469,0.923922318454772,1067.8182462803877
9,35,30,4084,17.62977473065622,-777.0201038144705,0.9262943546975589,1106.3068229587834
9,40,10,3657,17.555373256767844,-796.2947223697869,0.9160185275468,1121.0659845365649
9,40,15,3781,17.614387728114256,-384.303357813085,0.9605292194900094,1123.7548575934716
9,40,20,3791,17.594302294908996,-470.4443658448228,0.9520361838468596,1156.9569865366614
9,40,25,3796,17.650158061116965,-456.27291358532227,0.9536145306644318,1096.3108291319377
9,40,30,3793,17.690482467703664,-446.7857582252031,0.9544831735826939,1079.805568760438
9,45,10,3386,18.192557590076788,-519.7325315223402,0.9394414997295332,749.755812702708
9,45,15,3516,17.918088737201366,-405.95536749719736,0.9545469407719519,859.0204924121831
9,45,20,3510,18.005698005698004,-322.6158487794429,0.9636051164468442,807.2823975779074
9,45,25,3511,17.94360581031045,-412.4262202977115,0.9538077300208447,903.0416666466933
9,45,30,3505,17.888730385164052,-270.26106280445316,0.9696233943245635,879.2429558115716
10,20,15,6170,19.78930307941653,-257.7969391197512,0.9831513304843702,1001.8113253553829
10,25,15,5126,19.58642216152946,191.96601900465413,1.0151376195594917,685.1768986137317
10,25,20,5140,19.591439688715955,180.11997365478334,1.0141554558332548,682.6405451924707
10,30,15,4353,18.791637950838503,-61.05218138949181,0.9944474601166242,619.5804228627978
10,30,20,4368,18.681318681318682,-164.15142794121033,0.9852634250301079,671.3545510047509
10,30,25,4320,18.88888888888889,-10.904394079277267,0.999006336833734,590.8273262002747
10,35,15,3980,17.738693467336685,-654.6119042237722,0.9363344219590115,1058.9962177312193
10,35,20,3993,17.705985474580515,-708.9111966840767,0.9315293360889932,1142.8463447001593
10,35,25,3965,17.629255989911726,-676.4018387015813,0.9344256800766558,1132.3614960151915
10,35,30,3934,17.564819522114895,-673.8874887872835,0.9342959109459016,1144.851696614094
10,40,15,3651,17.96768008764722,-398.70973608237716,0.9573377774841145,923.9102979915542
10,40,20,3664,18.040393013100438,-363.69287082385534,0.9612125630792738,878.1402453663284
10,40,25,3670,17.983651226158038,-410.630535937239,0.9562885164082987,897.9879586100706
10,40,30,3662,17.777170944838886,-490.776639016851,0.9478954877362553,959.385733534667
10,45,15,3367,18.265518265518267,-723.567776108702,0.9163213420139494,957.6136471169199
10,45,20,3403,18.248604172788717,-413.17193579828216,0.952473496175857,929.9048765452468
10,45,25,3391,18.07726334414627,-612.6029924816128,0.9295421290943865,1063.7959225901477
10,45,30,3386,18.192557590076788,-784.1472666180161,0.9094851859015634,1019.5973813086915
